Node,Number of Visits,Relative Importance Score,%
2780,12918,0.00012918,0.012918
4928,12918,0.00012918,0.012918
5881,12915,0.00012915,0.012915
5593,12915,0.00012915,0.012915
4799,12914,0.00012914,0.012914
4908,12914,0.00012914,0.012914
2864,12913,0.00012913,0.012913
5448,12910,0.0001291,0.01291
5186,12907,0.00012907,0.012907000000000002
1257,12906,0.00012906,0.012905999999999999
1545,12904,0.00012904,0.012904
4090,12901,0.00012901,0.012901000000000001
3191,12900,0.000129,0.012899999999999998
4355,12899,0.00012899,0.012898999999999999
3706,12898,0.00012898,0.012898
3086,12896,0.00012896,0.012896000000000001
4476,12893,0.00012893,0.012893
5106,12892,0.00012892,0.012892
2759,12887,0.00012887,0.012887000000000001
3900,12887,0.00012887,0.012887000000000001
4614,12887,0.00012887,0.012887000000000001
4638,12887,0.00012887,0.012887000000000001
1059,12885,0.00012885,0.012884999999999999
1062,12883,0.00012883,0.012883
4825,12880,0.0001288,0.012879999999999999
3484,12879,0.00012879,0.012879
2925,12878,0.00012878,0.012878
3836,12874,0.00012874,0.012873999999999998
6041,12874,0.00012874,0.012873999999999998
2021,12873,0.00012873,0.012872999999999999
2143,12873,0.00012873,0.012872999999999999
4751,12872,0.00012872,0.012872
409,12870,0.0001287,0.012870000000000001
137,12869,0.00012869,0.012868999999999998
4874,12869,0.00012869,0.012868999999999998
3461,12866,0.00012866,0.012866
2321,12864,0.00012864,0.012863999999999999
3613,12863,0.00012863,0.012863
3752,12862,0.00012862,0.012862
3811,12861,0.00012861,0.012861000000000001
4917,12860,0.0001286,0.012860000000000002
4050,12859,0.00012859,0.012858999999999999
3442,12858,0.00012858,0.012858
5844,12858,0.00012858,0.012858
4215,12855,0.00012855,0.012855
4759,12855,0.00012855,0.012855
6287,12852,0.00012852,0.012851999999999999
4559,12847,0.00012847,0.012846999999999999
1371,12846,0.00012846,0.012846
4912,12844,0.00012844,0.012844000000000001
5826,12839,0.00012839,0.012839000000000001
3729,12836,0.00012836,0.012836
4369,12835,0.00012835,0.012835000000000001
2043,12833,0.00012833,0.012833
1664,12833,0.00012833,0.012833
3964,12832,0.00012832,0.012832
4485,12832,0.00012832,0.012832
2247,12829,0.00012829,0.012829
5432,12827,0.00012827,0.012826999999999998
3410,12825,0.00012825,0.012825
3421,12824,0.00012824,0.012824
3877,12822,0.00012822,0.012821999999999998
3065,12821,0.00012821,0.012820999999999999
5236,12821,0.00012821,0.012820999999999999
5089,12820,0.0001282,0.01282
5357,12820,0.0001282,0.01282
4642,12818,0.00012818,0.012818000000000001
3554,12817,0.00012817,0.012816999999999999
2815,12816,0.00012816,0.012816
4101,12815,0.00012815,0.012815
4738,12813,0.00012813,0.012813000000000001
3237,12812,0.00012812,0.012812
4026,12811,0.00012811,0.012811
4044,12811,0.00012811,0.012811
2065,12808,0.00012808,0.012808
2386,12805,0.00012805,0.012805
4015,12805,0.00012805,0.012805
4464,12805,0.00012805,0.012805
5097,12805,0.00012805,0.012805
2289,12804,0.00012804,0.012804
5235,12804,0.00012804,0.012804
3694,12804,0.00012804,0.012804
2033,12801,0.00012801,0.012800999999999998
5014,12801,0.00012801,0.012800999999999998
3048,12799,0.00012799,0.012799
4088,12799,0.00012799,0.012799
4104,12799,0.00012799,0.012799
2280,12798,0.00012798,0.012798
3954,12798,0.00012798,0.012798
4708,12797,0.00012797,0.012797000000000001
2331,12795,0.00012795,0.012794999999999999
4122,12795,0.00012795,0.012794999999999999
841,12794,0.00012794,0.012794
467,12793,0.00012793,0.012793
1715,12793,0.00012793,0.012793
1051,12792,0.00012792,0.012792000000000001
2757,12791,0.00012791,0.012790999999999999
425,12789,0.00012789,0.012789
3936,12789,0.00012789,0.012789
2103,12788,0.00012788,0.012788
2504,12788,0.00012788,0.012788
3369,12787,0.00012787,0.012787000000000001
1757,12787,0.00012787,0.012787000000000001
3871,12787,0.00012787,0.012787000000000001
4393,12787,0.00012787,0.012787000000000001
300,12786,0.00012786,0.012786
3508,12785,0.00012785,0.012785
2644,12782,0.00012782,0.012782
4265,12781,0.00012781,0.012781
523,12777,0.00012777,0.012777
2695,12776,0.00012776,0.012776000000000001
3051,12775,0.00012775,0.012774999999999998
2120,12774,0.00012774,0.012773999999999999
5129,12774,0.00012774,0.012773999999999999
1407,12772,0.00012772,0.012772
3326,12772,0.00012772,0.012772
4598,12770,0.0001277,0.012769999999999998
4826,12770,0.0001277,0.012769999999999998
2849,12768,0.00012768,0.012768
5192,12767,0.00012767,0.012767
2986,12765,0.00012765,0.012765000000000002
4219,12761,0.00012761,0.012761000000000002
4277,12760,0.0001276,0.01276
5576,12758,0.00012758,0.012758
2562,12757,0.00012757,0.012757
847,12757,0.00012757,0.012757
3225,12757,0.00012757,0.012757
438,12756,0.00012756,0.012756
2814,12755,0.00012755,0.012755
4032,12755,0.00012755,0.012755
4567,12754,0.00012754,0.012753999999999998
1271,12752,0.00012752,0.012752
4565,12751,0.00012751,0.012751
2329,12749,0.00012749,0.012748999999999998
3121,12748,0.00012748,0.012747999999999999
3537,12748,0.00012748,0.012747999999999999
6166,12748,0.00012748,0.012747999999999999
218,12747,0.00012747,0.012747
1809,12744,0.00012744,0.012744000000000002
370,12742,0.00012742,0.012742
5241,12742,0.00012742,0.012742
3348,12742,0.00012742,0.012742
646,12741,0.00012741,0.012741
3122,12741,0.00012741,0.012741
4321,12740,0.0001274,0.012740000000000001
3748,12738,0.00012738,0.012738
844,12736,0.00012736,0.012736
4042,12735,0.00012735,0.012735
4766,12735,0.00012735,0.012735
2753,12732,0.00012732,0.012732
812,12731,0.00012731,0.012731
3258,12730,0.0001273,0.01273
5289,12730,0.0001273,0.01273
2704,12729,0.00012729,0.012729
2052,12721,0.00012721,0.012721
3865,12720,0.0001272,0.01272
5154,12720,0.0001272,0.01272
3469,12717,0.00012717,0.012717
2991,12715,0.00012715,0.012715
2903,12713,0.00012713,0.012713
5556,12712,0.00012712,0.012712
3325,12711,0.00012711,0.012711
2811,12710,0.0001271,0.012709999999999999
1413,12708,0.00012708,0.012708
3942,12707,0.00012707,0.012707
2044,12705,0.00012705,0.012705
868,12705,0.00012705,0.012705
4076,12704,0.00012704,0.012704
3123,12702,0.00012702,0.012701999999999998
5616,12702,0.00012702,0.012701999999999998
1281,12701,0.00012701,0.012700999999999999
829,12700,0.000127,0.0127
5333,12700,0.000127,0.0127
854,12699,0.00012699,0.012699
1513,12697,0.00012697,0.012697000000000002
4094,12697,0.00012697,0.012697000000000002
3504,12696,0.00012696,0.012695999999999999
1910,12694,0.00012694,0.012694
3859,12689,0.00012689,0.012689
4239,12688,0.00012688,0.012688000000000001
4657,12688,0.00012688,0.012688000000000001
5088,12687,0.00012687,0.012687
2047,12686,0.00012686,0.012686
3126,12686,0.00012686,0.012686
3778,12685,0.00012685,0.012685
2283,12684,0.00012684,0.012683999999999999
4499,12682,0.00012682,0.012682
4930,12682,0.00012682,0.012682
3883,12679,0.00012679,0.012679
5532,12677,0.00012677,0.012677
2150,12674,0.00012674,0.012674
2698,12674,0.00012674,0.012674
2810,12674,0.00012674,0.012674
3159,12674,0.00012674,0.012674
2711,12673,0.00012673,0.012673
3295,12673,0.00012673,0.012673
1672,12672,0.00012672,0.012672000000000001
4568,12672,0.00012672,0.012672000000000001
5715,12671,0.00012671,0.012671000000000002
3966,12670,0.0001267,0.012669999999999999
4071,12668,0.00012668,0.012668
4458,12665,0.00012665,0.012665
2282,12664,0.00012664,0.012664
4033,12663,0.00012663,0.012663
4322,12662,0.00012662,0.012662
3242,12660,0.0001266,0.01266
4436,12660,0.0001266,0.01266
4483,12660,0.0001266,0.01266
2467,12658,0.00012658,0.012657999999999999
4707,12658,0.00012658,0.012657999999999999
4249,12656,0.00012656,0.012656
3197,12653,0.00012653,0.012653
4875,12652,0.00012652,0.012652
3389,12650,0.0001265,0.012650000000000002
1553,12647,0.00012647,0.012647
2809,12646,0.00012646,0.012646000000000001
4247,12641,0.00012641,0.012641000000000001
2240,12640,0.0001264,0.01264
4852,12640,0.0001264,0.01264
943,12639,0.00012639,0.012639
806,12636,0.00012636,0.012636
4047,12631,0.00012631,0.012631
1093,12630,0.0001263,0.01263
2284,12630,0.0001263,0.01263
3015,12629,0.00012629,0.012629000000000001
5756,12626,0.00012626,0.012626
4361,12624,0.00012624,0.012624000000000002
3905,12623,0.00012623,0.012622999999999999
3202,12622,0.00012622,0.012622
1369,12622,0.00012622,0.012622
4926,12622,0.00012622,0.012622
5612,12622,0.00012622,0.012622
2813,12619,0.00012619,0.012619000000000002
4045,12619,0.00012619,0.012619000000000002
4680,12618,0.00012618,0.012617999999999999
3600,12617,0.00012617,0.012617
1411,12615,0.00012615,0.012615000000000001
2817,12614,0.00012614,0.012614
4356,12614,0.00012614,0.012614
3755,12611,0.00012611,0.012610999999999999
2686,12610,0.0001261,0.01261
321,12609,0.00012609,0.012609
2294,12609,0.00012609,0.012609
2908,12609,0.00012609,0.012609
3507,12608,0.00012608,0.012608000000000001
4234,12608,0.00012608,0.012608000000000001
2934,12607,0.00012607,0.012606999999999998
4848,12607,0.00012607,0.012606999999999998
99,12606,0.00012606,0.012606
4870,12605,0.00012605,0.012605
4720,12604,0.00012604,0.012604
4001,12603,0.00012603,0.012603000000000001
4636,12602,0.00012602,0.012601999999999999
672,12601,0.00012601,0.012601
4383,12601,0.00012601,0.012601
4693,12601,0.00012601,0.012601
419,12600,0.000126,0.0126
3184,12599,0.00012599,0.012599
682,12595,0.00012595,0.012595
1546,12593,0.00012593,0.012593
283,12591,0.00012591,0.012591
2771,12591,0.00012591,0.012591
3034,12590,0.0001259,0.01259
2469,12587,0.00012587,0.012587000000000001
1107,12587,0.00012587,0.012587000000000001
959,12587,0.00012587,0.012587000000000001
1807,12586,0.00012586,0.012586
5542,12582,0.00012582,0.012582000000000001
2527,12581,0.00012581,0.012580999999999998
4741,12579,0.00012579,0.012579
5299,12579,0.00012579,0.012579
4043,12574,0.00012574,0.012574
5879,12574,0.00012574,0.012574
4548,12573,0.00012573,0.012573
4411,12568,0.00012568,0.012568000000000001
4229,12567,0.00012567,0.012567
536,12566,0.00012566,0.012566
3867,12564,0.00012564,0.012563999999999999
4665,12564,0.00012564,0.012563999999999999
2260,12563,0.00012563,0.012563
4609,12563,0.00012563,0.012563
5028,12562,0.00012562,0.012562
4049,12561,0.00012561,0.012561000000000001
2668,12560,0.0001256,0.012559999999999998
2816,12560,0.0001256,0.012559999999999998
4302,12560,0.0001256,0.012559999999999998
4853,12559,0.00012559,0.012558999999999999
1352,12557,0.00012557,0.012557
3238,12557,0.00012557,0.012557
671,12556,0.00012556,0.012556000000000001
2812,12556,0.00012556,0.012556000000000001
1438,12556,0.00012556,0.012556000000000001
3742,12556,0.00012556,0.012556000000000001
4635,12553,0.00012553,0.012553
4086,12551,0.00012551,0.012551000000000001
2840,12550,0.0001255,0.012549999999999999
4292,12550,0.0001255,0.012549999999999999
4684,12549,0.00012549,0.012549
4046,12548,0.00012548,0.012548
2728,12546,0.00012546,0.012546000000000002
4878,12545,0.00012545,0.012545
4038,12544,0.00012544,0.012544
3583,12543,0.00012543,0.012543
3098,12540,0.0001254,0.01254
4667,12539,0.00012539,0.012539
1422,12538,0.00012538,0.012537999999999999
2660,12536,0.00012536,0.012536
1290,12535,0.00012535,0.012535000000000001
5487,12535,0.00012535,0.012535000000000001
4089,12533,0.00012533,0.012532999999999999
2676,12531,0.00012531,0.012531
673,12530,0.0001253,0.012530000000000001
3945,12529,0.00012529,0.012528999999999998
1971,12527,0.00012527,0.012527
1984,12525,0.00012525,0.012525000000000001
1265,12525,0.00012525,0.012525000000000001
269,12522,0.00012522,0.012522
2766,12522,0.00012522,0.012522
2843,12522,0.00012522,0.012522
5047,12521,0.00012521,0.012521000000000001
675,12520,0.0001252,0.01252
3805,12519,0.00012519,0.012519
4098,12519,0.00012519,0.012519
761,12517,0.00012517,0.012517
4338,12516,0.00012516,0.012516
1705,12515,0.00012515,0.012515
4406,12515,0.00012515,0.012515
1932,12514,0.00012514,0.012514
135,12512,0.00012512,0.012511999999999999
1704,12512,0.00012512,0.012511999999999999
508,12512,0.00012512,0.012511999999999999
3332,12508,0.00012508,0.012507999999999998
5473,12508,0.00012508,0.012507999999999998
4327,12507,0.00012507,0.012506999999999999
616,12503,0.00012503,0.012502999999999998
4024,12503,0.00012503,0.012502999999999998
2930,12500,0.000125,0.0125
3231,12500,0.000125,0.0125
5916,12500,0.000125,0.0125
3316,12499,0.00012499,0.012499000000000001
4263,12499,0.00012499,0.012499000000000001
4194,12499,0.00012499,0.012499000000000001
5703,12499,0.00012499,0.012499000000000001
3552,12498,0.00012498,0.012498000000000002
1740,12497,0.00012497,0.012497
3996,12495,0.00012495,0.012495000000000001
2161,12494,0.00012494,0.012494
3848,12494,0.00012494,0.012494
465,12490,0.0001249,0.01249
4645,12490,0.0001249,0.01249
4010,12489,0.00012489,0.012489
5287,12489,0.00012489,0.012489
509,12485,0.00012485,0.012485
4660,12485,0.00012485,0.012485
4112,12480,0.0001248,0.01248
2095,12477,0.00012477,0.012477000000000002
2141,12477,0.00012477,0.012477000000000002
3250,12476,0.00012476,0.012476
5196,12474,0.00012474,0.012474
475,12472,0.00012472,0.012472
787,12472,0.00012472,0.012472
4721,12470,0.0001247,0.01247
4979,12469,0.00012469,0.012469000000000001
3602,12469,0.00012469,0.012469000000000001
1141,12468,0.00012468,0.012468
4245,12468,0.00012468,0.012468
3094,12467,0.00012467,0.012467
1756,12467,0.00012467,0.012467
3272,12466,0.00012466,0.012466
780,12461,0.00012461,0.012460999999999998
3256,12461,0.00012461,0.012460999999999998
313,12458,0.00012458,0.012458
5395,12458,0.00012458,0.012458
2550,12457,0.00012457,0.012457000000000001
1588,12457,0.00012457,0.012457000000000001
67,12456,0.00012456,0.012455999999999998
6289,12454,0.00012454,0.012454
4566,12452,0.00012452,0.012452000000000001
1987,12451,0.00012451,0.012451000000000002
446,12451,0.00012451,0.012451000000000002
2102,12449,0.00012449,0.012449
4465,12444,0.00012444,0.012444
4155,12443,0.00012443,0.012443
4681,12443,0.00012443,0.012443
5076,12442,0.00012442,0.012442
4028,12441,0.00012441,0.012441
722,12440,0.0001244,0.01244
5531,12439,0.00012439,0.012438999999999999
5264,12437,0.00012437,0.012437
5923,12436,0.00012436,0.012436000000000001
1234,12434,0.00012434,0.012433999999999999
2357,12433,0.00012433,0.012433
1697,12433,0.00012433,0.012433
793,12431,0.00012431,0.012431000000000001
2905,12429,0.00012429,0.012428999999999999
1170,12429,0.00012429,0.012428999999999999
1811,12427,0.00012427,0.012427
5980,12427,0.00012427,0.012427
2876,12426,0.00012426,0.012426000000000001
5792,12426,0.00012426,0.012426000000000001
4358,12425,0.00012425,0.012425000000000002
5138,12424,0.00012424,0.012424
5895,12424,0.00012424,0.012424
4190,12423,0.00012423,0.012423
1992,12421,0.00012421,0.012421
220,12421,0.00012421,0.012421
3676,12420,0.0001242,0.01242
2270,12419,0.00012419,0.012419
4357,12419,0.00012419,0.012419
640,12418,0.00012418,0.012417999999999998
4538,12418,0.00012418,0.012417999999999998
2439,12417,0.00012417,0.012417
4126,12417,0.00012417,0.012417
5244,12417,0.00012417,0.012417
1997,12416,0.00012416,0.012416
4186,12416,0.00012416,0.012416
6232,12415,0.00012415,0.012415
5796,12414,0.00012414,0.012413999999999998
4060,12414,0.00012414,0.012413999999999998
4951,12412,0.00012412,0.012412
2718,12410,0.0001241,0.012410000000000001
1815,12410,0.0001241,0.012410000000000001
3890,12409,0.00012409,0.012409000000000002
5367,12409,0.00012409,0.012409000000000002
2577,12408,0.00012408,0.012407999999999999
6119,12408,0.00012408,0.012407999999999999
5758,12407,0.00012407,0.012407
2878,12405,0.00012405,0.012405000000000001
1893,12405,0.00012405,0.012405000000000001
2286,12404,0.00012404,0.012404000000000002
4197,12404,0.00012404,0.012404000000000002
5328,12404,0.00012404,0.012404000000000002
3264,12403,0.00012403,0.012402999999999999
1096,12402,0.00012402,0.012402
2147,12402,0.00012402,0.012402
3821,12401,0.00012401,0.012401
4906,12400,0.000124,0.012400000000000001
3408,12400,0.000124,0.012400000000000001
4448,12400,0.000124,0.012400000000000001
5498,12400,0.000124,0.012400000000000001
3707,12399,0.00012399,0.012399
4659,12398,0.00012398,0.012398
5022,12398,0.00012398,0.012398
3758,12397,0.00012397,0.012397
1794,12396,0.00012396,0.012396
5295,12395,0.00012395,0.012395
1937,12394,0.00012394,0.012394
613,12394,0.00012394,0.012394
1554,12393,0.00012393,0.012393
784,12392,0.00012392,0.012391999999999999
2529,12391,0.00012391,0.012391
2665,12390,0.0001239,0.01239
4619,12390,0.0001239,0.01239
2335,12389,0.00012389,0.012389
935,12389,0.00012389,0.012389
3087,12389,0.00012389,0.012389
4230,12388,0.00012388,0.012388000000000001
4048,12386,0.00012386,0.012386
4377,12386,0.00012386,0.012386
1611,12384,0.00012384,0.012384000000000001
1826,12384,0.00012384,0.012384000000000001
4691,12382,0.00012382,0.012381999999999999
4765,12381,0.00012381,0.012381
4169,12380,0.0001238,0.01238
4732,12380,0.0001238,0.01238
3372,12379,0.00012379,0.012379000000000001
5000,12378,0.00012378,0.012378000000000002
4085,12377,0.00012377,0.012376999999999999
2608,12375,0.00012375,0.012375
2992,12375,0.00012375,0.012375
2730,12374,0.00012374,0.012374
4289,12374,0.00012374,0.012374
4815,12373,0.00012373,0.012373
3091,12372,0.00012372,0.012372
4378,12372,0.00012372,0.012372
4366,12371,0.00012371,0.012371
4040,12370,0.0001237,0.012369999999999999
4610,12369,0.00012369,0.012369
3922,12367,0.00012367,0.012367
620,12364,0.00012364,0.012364
4066,12363,0.00012363,0.012363
3383,12361,0.00012361,0.012360999999999999
5059,12359,0.00012359,0.012359
5353,12358,0.00012358,0.012358000000000001
504,12356,0.00012356,0.012355999999999999
5724,12356,0.00012356,0.012355999999999999
5339,12356,0.00012356,0.012355999999999999
5765,12356,0.00012356,0.012355999999999999
5350,12355,0.00012355,0.012355
4305,12354,0.00012354,0.012354
3760,12353,0.00012353,0.012353000000000001
4341,12353,0.00012353,0.012353000000000001
5102,12353,0.00012353,0.012353000000000001
5058,12352,0.00012352,0.012352000000000002
2803,12351,0.00012351,0.012350999999999999
1941,12350,0.0001235,0.01235
5321,12350,0.0001235,0.01235
912,12349,0.00012349,0.012349
4041,12349,0.00012349,0.012349
5216,12349,0.00012349,0.012349
5303,12349,0.00012349,0.012349
2156,12348,0.00012348,0.012348
3195,12348,0.00012348,0.012348
5781,12347,0.00012347,0.012347
6027,12346,0.00012346,0.012346
3178,12345,0.00012345,0.012344999999999998
168,12344,0.00012344,0.012343999999999999
489,12344,0.00012344,0.012343999999999999
564,12343,0.00012343,0.012343
1550,12343,0.00012343,0.012343
1962,12342,0.00012342,0.012342
2610,12342,0.00012342,0.012342
4686,12342,0.00012342,0.012342
5178,12340,0.0001234,0.012339999999999999
1191,12337,0.00012337,0.012337
3412,12337,0.00012337,0.012337
1284,12336,0.00012336,0.012336000000000001
1460,12336,0.00012336,0.012336000000000001
1667,12335,0.00012335,0.012334999999999999
4537,12335,0.00012335,0.012334999999999999
610,12334,0.00012334,0.012334
1963,12333,0.00012333,0.012333
2390,12333,0.00012333,0.012333
3108,12331,0.00012331,0.012331000000000002
4701,12331,0.00012331,0.012331000000000002
254,12330,0.0001233,0.012329999999999999
5775,12329,0.00012329,0.012329
4700,12328,0.00012328,0.012328
1104,12327,0.00012327,0.012327000000000001
3106,12327,0.00012327,0.012327000000000001
6001,12322,0.00012322,0.012322
638,12321,0.00012321,0.012321
3347,12321,0.00012321,0.012321
3948,12320,0.0001232,0.012320000000000001
2607,12317,0.00012317,0.012317
6074,12317,0.00012317,0.012317
897,12316,0.00012316,0.012316
4211,12316,0.00012316,0.012316
4279,12316,0.00012316,0.012316
5719,12316,0.00012316,0.012316
2117,12315,0.00012315,0.012315000000000001
4268,12315,0.00012315,0.012315000000000001
1959,12314,0.00012314,0.012313999999999999
5267,12314,0.00012314,0.012313999999999999
33,12311,0.00012311,0.012311
3974,12311,0.00012311,0.012311
4916,12311,0.00012311,0.012311
5763,12311,0.00012311,0.012311
4078,12310,0.0001231,0.012310000000000001
5200,12310,0.0001231,0.012310000000000001
379,12309,0.00012309,0.012308999999999999
4532,12309,0.00012309,0.012308999999999999
4810,12309,0.00012309,0.012308999999999999
4762,12308,0.00012308,0.012308
4196,12307,0.00012307,0.012307
5222,12307,0.00012307,0.012307
226,12306,0.00012306,0.012306000000000001
2912,12305,0.00012305,0.012305000000000002
5952,12303,0.00012303,0.012303
3214,12302,0.00012302,0.012302
3236,12302,0.00012302,0.012302
5266,12302,0.00012302,0.012302
5161,12300,0.000123,0.0123
216,12299,0.00012299,0.012299000000000001
4668,12299,0.00012299,0.012299000000000001
5588,12299,0.00012299,0.012299000000000001
4580,12298,0.00012298,0.012298
2970,12296,0.00012296,0.012296
3763,12296,0.00012296,0.012296
4486,12296,0.00012296,0.012296
4276,12294,0.00012294,0.012294000000000001
5901,12293,0.00012293,0.012292999999999998
2421,12292,0.00012292,0.012291999999999999
1821,12292,0.00012292,0.012291999999999999
657,12290,0.0001229,0.01229
5675,12289,0.00012289,0.012289000000000001
4209,12288,0.00012288,0.012287999999999999
2160,12287,0.00012287,0.012287
3061,12287,0.00012287,0.012287
2777,12286,0.00012286,0.012286
2999,12286,0.00012286,0.012286
2388,12285,0.00012285,0.012285
1015,12285,0.00012285,0.012285
5545,12285,0.00012285,0.012285
1151,12284,0.00012284,0.012284000000000002
153,12282,0.00012282,0.012282
4601,12282,0.00012282,0.012282
5581,12282,0.00012282,0.012282
170,12281,0.00012281,0.012281
5735,12281,0.00012281,0.012281
1041,12280,0.0001228,0.012280000000000001
2296,12280,0.0001228,0.012280000000000001
1515,12280,0.0001228,0.012280000000000001
3452,12276,0.00012276,0.012276
2899,12275,0.00012275,0.012275
5162,12275,0.00012275,0.012275
4447,12275,0.00012275,0.012275
3544,12274,0.00012274,0.012274
4360,12274,0.00012274,0.012274
4794,12274,0.00012274,0.012274
1960,12273,0.00012273,0.012273000000000001
2631,12272,0.00012272,0.012271999999999998
2717,12272,0.00012272,0.012271999999999998
4451,12271,0.00012271,0.012270999999999999
3724,12270,0.0001227,0.01227
5790,12267,0.00012267,0.012266999999999998
4814,12266,0.00012266,0.012265999999999999
2609,12264,0.00012264,0.012264
4541,12263,0.00012263,0.012263000000000001
5199,12262,0.00012262,0.012261999999999999
1752,12261,0.00012261,0.012261
401,12261,0.00012261,0.012261
4442,12261,0.00012261,0.012261
1320,12260,0.0001226,0.01226
5628,12259,0.00012259,0.012259
4632,12258,0.00012258,0.012258000000000002
5528,12258,0.00012258,0.012258000000000002
3262,12256,0.00012256,0.012256
1601,12256,0.00012256,0.012256
5337,12256,0.00012256,0.012256
3764,12255,0.00012255,0.012255
4731,12255,0.00012255,0.012255
5771,12255,0.00012255,0.012255
3279,12254,0.00012254,0.012254000000000001
2681,12253,0.00012253,0.012253
4235,12252,0.00012252,0.012252
4958,12252,0.00012252,0.012252
953,12251,0.00012251,0.012251
708,12250,0.0001225,0.01225
161,12249,0.00012249,0.012249
3373,12249,0.00012249,0.012249
4993,12249,0.00012249,0.012249
1610,12247,0.00012247,0.012247000000000001
2846,12247,0.00012247,0.012247000000000001
3382,12247,0.00012247,0.012247000000000001
2056,12246,0.00012246,0.012245999999999998
68,12245,0.00012245,0.012244999999999999
3251,12244,0.00012244,0.012244
3944,12244,0.00012244,0.012244
4633,12242,0.00012242,0.012242000000000001
4981,12242,0.00012242,0.012242000000000001
4134,12241,0.00012241,0.012240999999999998
5802,12241,0.00012241,0.012240999999999998
2389,12239,0.00012239,0.012239
2603,12239,0.00012239,0.012239
4973,12238,0.00012238,0.012238
512,12237,0.00012237,0.012237000000000001
1214,12236,0.00012236,0.012235999999999999
3351,12236,0.00012236,0.012235999999999999
3359,12236,0.00012236,0.012235999999999999
4510,12236,0.00012236,0.012235999999999999
790,12234,0.00012234,0.012234
2530,12234,0.00012234,0.012234
4703,12234,0.00012234,0.012234
2533,12233,0.00012233,0.012233
3738,12233,0.00012233,0.012233
5398,12233,0.00012233,0.012233
5909,12232,0.00012232,0.012232000000000002
5880,12231,0.00012231,0.012231
1506,12231,0.00012231,0.012231
2980,12230,0.0001223,0.01223
1642,12223,0.00012223,0.012223
5563,12222,0.00012222,0.012222
5748,12222,0.00012222,0.012222
5840,12218,0.00012218,0.012218
6075,12217,0.00012217,0.012217
2139,12215,0.00012215,0.012214999999999998
2140,12215,0.00012215,0.012214999999999998
3287,12215,0.00012215,0.012214999999999998
4571,12215,0.00012215,0.012214999999999998
4577,12215,0.00012215,0.012214999999999998
4772,12215,0.00012215,0.012214999999999998
5023,12213,0.00012213,0.012213
4764,12212,0.00012212,0.012212
5065,12212,0.00012212,0.012212
6046,12212,0.00012212,0.012212
4490,12211,0.00012211,0.012211000000000001
5150,12211,0.00012211,0.012211000000000001
4430,12209,0.00012209,0.012209
5388,12208,0.00012208,0.012208
120,12207,0.00012207,0.012207
4881,12207,0.00012207,0.012207
2192,12206,0.00012206,0.012206
4125,12206,0.00012206,0.012206
4837,12206,0.00012206,0.012206
4907,12204,0.00012204,0.012204
4114,12204,0.00012204,0.012204
1919,12203,0.00012203,0.012203
5564,12203,0.00012203,0.012203
5441,12202,0.00012202,0.012202
1967,12201,0.00012201,0.012201
4102,12201,0.00012201,0.012201
259,12199,0.00012199,0.012199
1202,12199,0.00012199,0.012199
5349,12199,0.00012199,0.012199
5565,12199,0.00012199,0.012199
2678,12198,0.00012198,0.012197999999999999
3710,12197,0.00012197,0.012197
542,12193,0.00012193,0.012193
1092,12192,0.00012192,0.012192
4256,12191,0.00012191,0.012191
3276,12190,0.0001219,0.01219
4992,12190,0.0001219,0.01219
3625,12189,0.00012189,0.012189
745,12187,0.00012187,0.012187
4955,12187,0.00012187,0.012187
2559,12185,0.00012185,0.012185
3621,12183,0.00012183,0.012183000000000001
4407,12183,0.00012183,0.012183000000000001
2428,12182,0.00012182,0.012182
4969,12182,0.00012182,0.012182
232,12181,0.00012181,0.012181
4467,12181,0.00012181,0.012181
4903,12181,0.00012181,0.012181
5057,12181,0.00012181,0.012181
5655,12180,0.0001218,0.01218
1106,12177,0.00012177,0.012177
4177,12177,0.00012177,0.012177
5520,12175,0.00012175,0.012175
1755,12174,0.00012174,0.012173999999999999
1626,12174,0.00012174,0.012173999999999999
5569,12173,0.00012173,0.012173
5872,12173,0.00012173,0.012173
5883,12172,0.00012172,0.012171999999999999
6065,12172,0.00012172,0.012171999999999999
5960,12171,0.00012171,0.012171
4602,12171,0.00012171,0.012171
1082,12169,0.00012169,0.012169
2782,12168,0.00012168,0.012168
4942,12168,0.00012168,0.012168
4719,12166,0.00012166,0.012166
3553,12165,0.00012165,0.012165
650,12164,0.00012164,0.012164
2863,12164,0.00012164,0.012164
1682,12162,0.00012162,0.012162000000000001
5036,12161,0.00012161,0.012161
5344,12161,0.00012161,0.012161
5149,12160,0.0001216,0.01216
5835,12160,0.0001216,0.01216
5308,12159,0.00012159,0.012159000000000001
6120,12158,0.00012158,0.012158
2545,12157,0.00012157,0.012157000000000001
4920,12157,0.00012157,0.012157000000000001
205,12156,0.00012156,0.012156
305,12155,0.00012155,0.012155
702,12155,0.00012155,0.012155
3128,12154,0.00012154,0.012154
5094,12152,0.00012152,0.012152
2605,12151,0.00012151,0.012150999999999999
4013,12151,0.00012151,0.012150999999999999
2506,12150,0.0001215,0.01215
5285,12149,0.00012149,0.012149
5427,12149,0.00012149,0.012149
5341,12148,0.00012148,0.012147999999999999
139,12147,0.00012147,0.012147
5204,12147,0.00012147,0.012147
1432,12146,0.00012146,0.012146
4716,12145,0.00012145,0.012145
4117,12144,0.00012144,0.012144
2238,12142,0.00012142,0.012142
